                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 1.6066,                 2.2094,                 1.8313,                0.87564,                0.87719,                0.93068,                0.77585,                 1.3806,                 1.8165,                  1.798,              0.0008705,              0.0008705,              0.0008705
                     25,                 1.7128,                 2.3292,                 1.8975,                0.89226,                0.76923,                0.91732,                 0.7658,                 1.4041,                 1.9214,                 1.8087,               0.000854,               0.000854,               0.000854
                     26,                 1.6804,                 2.1199,                 1.8453,                0.85378,                0.83917,                0.92701,                0.74191,                 1.5232,                 1.7873,                 1.8369,              0.0008375,              0.0008375,              0.0008375
                     27,                 1.6982,                 2.1375,                 1.8971,                0.86567,                0.83956,                0.92072,                0.77463,                 1.3585,                  1.753,                 1.7968,               0.000821,               0.000821,               0.000821
                     28,                 1.7418,                 2.2635,                 1.8725,                0.82914,                0.88815,                0.92927,                0.77042,                 1.4859,                 1.7224,                 1.8122,              0.0008045,              0.0008045,              0.0008045
                     29,                 1.5721,                 2.0208,                 1.8356,                0.86576,                0.86536,                0.93397,                 0.7758,                 1.3886,                 1.7216,                 1.7915,               0.000788,               0.000788,               0.000788
                     30,                 1.5983,                 2.0469,                 1.8452,                0.89635,                0.86003,                0.94846,                0.78706,                 1.4352,                 1.5929,                 1.7962,              0.0007715,              0.0007715,              0.0007715
                     31,                 1.4962,                 1.9318,                 1.8076,                0.88298,                0.87581,                0.95109,                0.82806,                 1.1655,                 1.5114,                 1.7384,               0.000755,               0.000755,               0.000755
                     32,                 1.4785,                 1.9489,                 1.7984,                0.86759,                0.87079,                0.93864,                0.79932,                 1.2721,                  1.546,                 1.7543,              0.0007385,              0.0007385,              0.0007385
                     33,                 1.4715,                 1.8046,                 1.7637,                0.90141,                0.83401,                 0.9346,                0.77855,                 1.4112,                 1.5435,                  1.808,               0.000722,               0.000722,               0.000722
                     34,                 1.4721,                 1.8436,                  1.777,                0.89051,                0.86562,                 0.9317,                 0.7789,                 1.3955,                 1.5242,                 1.7896,              0.0007055,              0.0007055,              0.0007055
                     35,                  1.479,                  1.881,                  1.816,                0.89068,                0.86925,                0.93948,                0.81806,                 1.2504,                 1.4439,                 1.7409,               0.000689,               0.000689,               0.000689
                     36,                 1.4333,                 1.7158,                 1.7746,                 0.9225,                0.83785,                 0.9387,                0.81658,                 1.1969,                  1.496,                 1.7303,              0.0006725,              0.0006725,              0.0006725
                     37,                  1.414,                 1.7573,                 1.7919,                0.86134,                0.84592,                0.93028,                0.80508,                 1.1805,                 1.4691,                 1.7247,               0.000656,               0.000656,               0.000656
                     38,                 1.3863,                  1.731,                 1.7683,                0.88488,                0.88591,                0.95006,                0.81803,                 1.2089,                 1.3712,                 1.7307,              0.0006395,              0.0006395,              0.0006395
                     39,                 1.3895,                 1.8592,                 1.7911,                0.90084,                 0.8603,                0.94639,                0.81495,                 1.2188,                 1.3858,                 1.7361,               0.000623,               0.000623,               0.000623
                     40,                 1.4138,                 1.7193,                 1.7787,                0.92814,                 0.8293,                0.94052,                 0.8084,                 1.2586,                 1.4699,                 1.7437,              0.0006065,              0.0006065,              0.0006065
                     41,                 1.4437,                 1.8743,                 1.7891,                0.88417,                0.87642,                0.94895,                0.83491,                 1.1343,                 1.3546,                 1.7226,                0.00059,                0.00059,                0.00059
                     42,                 1.3729,                 1.6639,                 1.7449,                0.88774,                0.89864,                0.94981,                 0.8169,                 1.2648,                 1.3844,                 1.7406,              0.0005735,              0.0005735,              0.0005735
                     43,                  1.333,                 1.6285,                 1.7363,                0.90005,                0.91168,                0.95799,                0.82069,                  1.228,                 1.2978,                 1.7388,               0.000557,               0.000557,               0.000557
                     44,                 1.3365,                  1.592,                 1.7426,                0.89557,                0.88371,                0.95481,                0.84588,                 1.1024,                 1.3134,                  1.706,              0.0005405,              0.0005405,              0.0005405
                     45,                 1.3191,                 1.5807,                 1.7311,                 0.9141,                0.88617,                0.95694,                0.85371,                 1.0603,                 1.2528,                 1.7017,               0.000524,               0.000524,               0.000524
                     46,                 1.2843,                 1.5739,                 1.7562,                0.90105,                0.93181,                0.96154,                0.84031,                 1.1261,                  1.236,                 1.7141,              0.0005075,              0.0005075,              0.0005075
                     47,                 1.3362,                 1.5385,                 1.7458,                0.90594,                 0.8914,                0.95641,                0.84838,                 1.1415,                 1.2301,                 1.7212,               0.000491,               0.000491,               0.000491
                     48,                 1.2773,                 1.4573,                 1.7265,                0.89129,                0.91807,                0.96128,                0.85256,                 1.0728,                 1.2084,                 1.6992,              0.0004745,              0.0004745,              0.0004745
                     49,                 1.3322,                 1.4928,                 1.7588,                0.89934,                0.90543,                0.95712,                0.83145,                 1.2134,                 1.2825,                 1.7279,               0.000458,               0.000458,               0.000458
                     50,                 1.3417,                 1.4697,                 1.7387,                0.86196,                0.91464,                0.95121,                0.85389,                 1.0398,                  1.227,                 1.6817,              0.0004415,              0.0004415,              0.0004415
                     51,                 1.3118,                 1.4919,                 1.7571,                0.91479,                0.92272,                0.95747,                0.85556,                   1.03,                 1.1741,                 1.6815,               0.000425,               0.000425,               0.000425
                     52,                 1.2127,                 1.3467,                 1.6962,                0.94067,                0.89958,                0.96067,                0.86725,                 1.0004,                 1.1312,                 1.6765,              0.0004085,              0.0004085,              0.0004085
                     53,                 1.2706,                 1.4554,                 1.7731,                0.89246,                0.91021,                0.96158,                0.85732,                 1.0594,                 1.1532,                 1.6889,               0.000392,               0.000392,               0.000392
                     54,                 1.1686,                  1.819,                 1.6923,                0.91635,                0.88415,                0.95867,                0.86536,                 0.9824,                 1.1394,                 1.6728,              0.0003755,              0.0003755,              0.0003755
                     55,                  1.196,                  1.401,                 1.7174,                 0.8903,                0.91206,                0.95466,                0.87021,                0.97539,                 1.1702,                 1.6769,               0.000359,               0.000359,               0.000359
                     56,                  1.165,                 1.3905,                 1.7165,                0.94685,                0.87323,                0.95938,                0.86542,                0.98948,                 1.1575,                 1.6812,              0.0003425,              0.0003425,              0.0003425
                     57,                 1.1868,                 1.3867,                 1.6892,                0.94758,                0.88526,                0.95969,                0.86787,                0.96275,                 1.0962,                 1.6736,               0.000326,               0.000326,               0.000326
                     58,                   1.19,                 1.4013,                  1.713,                0.92129,                0.89744,                0.95912,                0.86787,                0.95465,                  1.117,                 1.6691,              0.0003095,              0.0003095,              0.0003095
                     59,                 1.1678,                  1.484,                 1.7165,                0.92986,                0.91516,                0.95719,                0.87601,                0.92907,                 1.0958,                 1.6611,               0.000293,               0.000293,               0.000293
                     60,                 1.1955,                 1.3587,                 1.7268,                 0.8854,                0.90887,                0.95083,                 0.8764,                0.86205,                 1.1254,                 1.6442,              0.0002765,              0.0002765,              0.0002765
                     61,                 1.1134,                 1.3607,                 1.6899,                0.92649,                0.90718,                0.95371,                0.87297,                0.91914,                 1.1315,                 1.6559,                0.00026,                0.00026,                0.00026
                     62,                 1.1304,                 1.3414,                 1.6985,                0.93189,                0.86618,                 0.9565,                0.87477,                0.91215,                 1.1272,                 1.6575,              0.0002435,              0.0002435,              0.0002435
                     63,                 1.0781,                 1.2443,                 1.6758,                0.89677,                0.91188,                0.95932,                 0.8764,                0.92172,                 1.0911,                 1.6575,               0.000227,               0.000227,               0.000227
                     64,                 1.0772,                 1.2751,                 1.6735,                0.91145,                0.90536,                0.96088,                0.87662,                0.92951,                 1.0354,                 1.6671,              0.0002105,              0.0002105,              0.0002105
                     65,                 1.1249,                 1.2453,                  1.673,                0.93042,                0.91465,                0.96388,                0.87844,                0.93851,                 1.0231,                 1.6634,               0.000194,               0.000194,               0.000194
                     66,                 1.0127,                 1.4406,                 1.6914,                0.87627,                0.94147,                0.96041,                0.86474,                0.96192,                 1.0438,                 1.6725,              0.0001775,              0.0001775,              0.0001775
                     67,                 1.0558,                 1.4389,                 1.6794,                0.90075,                0.91913,                0.96034,                0.86943,                0.96885,                 1.0524,                 1.6726,               0.000161,               0.000161,               0.000161
                     68,                 1.0233,                 1.3793,                  1.662,                0.94583,                0.89774,                0.96082,                 0.8733,                0.95676,                 1.0388,                 1.6658,              0.0001445,              0.0001445,              0.0001445
                     69,                0.96436,                 1.3728,                 1.6586,                0.92113,                 0.9269,                0.96213,                0.88303,                0.90876,                 1.0235,                 1.6587,               0.000128,               0.000128,               0.000128
                     70,                0.96339,                  1.365,                 1.6578,                0.93451,                0.91379,                0.96441,                0.88499,                0.92989,                 1.0141,                 1.6629,              0.0001115,              0.0001115,              0.0001115
                     71,                 0.9651,                 1.3462,                 1.6461,                0.94268,                0.90664,                0.96507,                0.88215,                 0.8998,                 0.9993,                 1.6588,                9.5e-05,                9.5e-05,                9.5e-05
                     72,                0.95846,                  1.339,                 1.6729,                0.92263,                0.91193,                0.96498,                0.88538,                0.88586,                0.99445,                 1.6559,               7.85e-05,               7.85e-05,               7.85e-05
                     73,                0.95164,                 1.3113,                 1.6639,                0.90694,                0.92426,                0.96527,                 0.8829,                 0.9028,                0.98906,                 1.6582,                6.2e-05,                6.2e-05,                6.2e-05
                     74,                0.96388,                 1.3075,                 1.6582,                0.90556,                0.92573,                0.96553,                0.88485,                0.88781,                0.98031,                 1.6541,               4.55e-05,               4.55e-05,               4.55e-05
                     75,                0.90728,                 1.2917,                 1.6571,                0.91025,                0.91051,                0.96554,                0.88626,                0.87208,                0.98094,                 1.6496,                2.9e-05,                2.9e-05,                2.9e-05
